,,,,,,,,50%,60%,70%,80%,90%,100%
34767888,EdChum,ℕʘʘḆḽḘ,"update: I actually get an error ValueError: (""time data '' does not match format '%Y%m%d' (match)"", u'occurred at index cancel_dt'). Is this a problem with the missing values? should I transform them before applying to_dateframe?","[""' does not match format '"", 'to_dateframe', 'ValueError', ""'occurred at index cancel_dt'"", 'cancel_dt']",,,,,,,,,
34767888,EdChum,ℕʘʘḆḽḘ,actually using to_datetime with the option errors='ignore' shows that some dates in the data appears as 20080420.0 ... what should I do then?,"['to_datetime', ""'ignore'""]",,,,,,,,,
34767888,EdChum,EdChum,"What version pandas are you using, my code should be able to handle that",,,,,,,,,,
34767888,EdChum,EdChum,"can you try: `df.astype(str).apply(lambda x: pd.to_datetime(x.str.split('.')[0], format='%Y%m%d'))`","[""astype(str).apply(lambda x: pd.to_datetime(x.str.split('.')[0], format='%Y%m%d'))"", ""df.astype(str).apply(lambda x: pd.to_datetime(x.str.split('.')[0], format='%Y%m%d'))""]",,,,,,,,,
34866541,Croises,2by,"I will go with this solution for now, but it would be interesting to know how to do it without using Cloudflare for possible future websites, that might use their own SSL certificate.",,2,0,,,,,,,
34866541,Croises,Croises,"Yes, but it's not the same configuration without Cloudflare...",,,,,,,,,,
36487361,phsyron,Tyler Crompton,"@OP said that they already tried that. When `json.dumps` converts everything to a string, it converts “significant” floating point numbers to scientific notation just as the REPL would do if you simply typed in the number.",['json.dumps'],2,1,2,,,,,,
36487361,phsyron,Don D.,"@phsyron Can you expand on that? If I try something like `print(json.dumps({""lol"": 1e-8}))`, it outputs `{""lol"": 1e-08}` which isn't converted.","['print(json.dumps({""lol"": 1e-8}))', '{""lol"": 1e-08}']",4,1,4,,,,,,
36487361,phsyron,Don D.,"@physyron Thanks, that's good enough for me. I originally thought about re.sub to replace floats, but other keys in the dictionary can be floats too, which will cause unnecessary alteration. I should've put that in my post. I didn't think about putting the scientific notations in there, then converting. +1 and accepted. Btw, your regex expression doesn't account for decimals, so `{'lol':1.5e-8}` will give me `{""lol"": 1.0.0000000500}`. Use `(\d*\.)?\d+(e[+-]?\d+)?` instead. :)","['{""lol"": 1.0.0000000500}', '(\\d*\\.)?\\d+(e[+-]?\\d+)?', ""'lol'"", ""{'lol':1.5e-8}""]",,,,,,,,,
36487361,phsyron,phsyron,@Don what are you using the json for that won't accept scientific notation?,,,,,,,,,,
36957365,evsar3,KANAYO AUGUSTIN UG,Thanks but can it be done in a specific `div` or it would probably affect the whole page?,['div'],,,,,,,,,
36957365,evsar3,evsar3,"In the case of example it applies to the hole page but you can change it by removing this part `<script>hljs.initHighlightingOnLoad();</script>` then call `hljs.highlightBlock($(""#myblock""));` to apply only to a specific element.","['hljs.highlightBlock($(""#myblock""));', 'initHighlightingOnLoad();</script>` then call `hljs.highlightBlock($(""#myblock""))', '$(""#myblock""));', 'initHighlightingOn', '<script>hljs.initHighlightingOnLoad();</script>', 'hljs.initHighlightingOnLoad();</script>` then call `hljs.highlightBlock($(""#myblock""))', '</script>', '<script>', 'highlightBlock']",,,,,,,,,
36957365,evsar3,isagalaev,"The example is very misleading: it makes it look that HTML tags inside `<pre><code>..</code></pre>` will be displayed as is. They won't, this will be rendered as actual form elements, not their code. You have to escape `<` and `>` as `&lt;` and `&gt;` to make them appear on the page as tags.","['<', '<pre><code>..</code></pre>', '<code>', '&gt;', '</code>', '</pre>', '<pre>', '..', '&lt;', '>']",3,1,3,"[(3, ['</pre>', '<pre>'])]",,,,,
36957365,evsar3,evsar3,"I forgot that detail, I'm sorry. I updated with a javascript code that escape and apply the highlight to a block. Here is a working fiddle: https://jsfiddle.net/evandroprogram/5sgrmsd4/",,,,,,,,,,
37294534,Keyur Lakhani,J.range,postContainer and if(isFinishedLoading) { getPost(false); are red?,"['postContainer', 'isFinishedLoading', 'if(isFinishedLoading) { getPost(false)', 'getPost']",2,1,2,"[(2, ['isFinishedLoading', 'getPost', 'if(isFinishedLoading) { getPost(false)'])]","[(2, ['isFinishedLoading', 'if(isFinishedLoading) { getPost(false)', 'getPost'])]","[(2, ['isFinishedLoading', 'getPost'])]","[(2, ['getPost', 'isFinishedLoading'])]","[(2, ['isFinishedLoading', 'getPost'])]","[(2, ['isFinishedLoading', 'getPost'])]"
37294534,Keyur Lakhani,J.range,What can I do about that,,2,0,,,,,,,
37294534,Keyur Lakhani,Keyur Lakhani,@Adnxy remove it !! it is my variable to check loading data from server or notso remove it and put log over there,,,,,,,,,,
37294534,Keyur Lakhani,J.range,Should i remove all postContainer.addOnScrollListener(new RecyclerView.OnScrollListener()? thanks a lot:),"['addOnScroll', 'addOnScrollListener(new RecyclerView.OnScrollListener()? thanks a lot:)', 'postContainer.addOnScrollListener(new RecyclerView.OnScrollListener()? thanks a lot:)', 'postContainer', 'OnScroll', 'RecyclerView.O', 'RecyclerView']",2,1,2,"[(2, ['RecyclerView', 'postContainer.addOnScrollListener(new RecyclerView.OnScrollListener()? thanks a lot:)', 'RecyclerView.O', 'addOnScrollListener(new RecyclerView.OnScrollListener()? thanks a lot:)'])]","[(2, ['addOnScrollListener(new RecyclerView.OnScrollListener()? thanks a lot:)', 'postContainer.addOnScrollListener(new RecyclerView.OnScrollListener()? thanks a lot:)', 'RecyclerView.O', 'RecyclerView'])]","[(2, ['RecyclerView', 'postContainer.addOnScrollListener(new RecyclerView.OnScrollListener()? thanks a lot:)'])]","[(3, ['postContainer', 'RecyclerView', 'RecyclerView.O'])]","[(3, ['RecyclerView', 'postContainer'])]","[(3, ['postContainer'])]"
37294534,Keyur Lakhani,J.range,please can you edit your post? thanks,,2,0,,,,,,,
37294534,Keyur Lakhani,J.range,Thanks a lot @Manifest. I still have problems with 1.st line of code postContainer. It is still red,['postContainer'],3,1,3,"[(3, ['postContainer'])]","[(3, ['postContainer'])]","[(3, ['postContainer'])]","[(3, ['postContainer'])]","[(3, ['postContainer'])]","[(3, ['postContainer'])]"
37294534,Keyur Lakhani,J.range,"can not resolve method getActivity(), do you know what is problem? and I get problems with closing brackets? Thanks bro!!!","['getActivity', 'getActivity()']",,,,,,,,,
37294534,Keyur Lakhani,Keyur Lakhani,@Adnxy getActivity() will be useful if you are using fragment class if you are using in Activity class write YourActivity.this,"['YourActivity', 'getActivity', 'getActivity()']",,,,,,,,,
37294534,Keyur Lakhani,J.range,mLayoutManager = new GridLayoutManager(MainActivity.this),"['mLayoutManager', 'GridLayoutManager(MainActivity.this)', 'GridLayout', 'mLayoutManager = new GridLayoutManager', 'MainActivity']",,,,,,,,,
37294534,Keyur Lakhani,J.range,do you know what is problem? @Manifest,,,,,,,,,,
37294534,Keyur Lakhani,J.range,"do you know what is problem? @Manifest Error: GridLayoutManager(context,int) is not applicable","['GridLayout', 'GridLayoutManager(context,int)']",,,,,,,,,
37760452,SML,user_777,when i give this my url becomes like this http://localhost/nowaste/client/f+f and showing The URI you submitted has disallowed characters.,,2,0,,,,,,,
37760452,SML,SML,"say for example your category name is ""Hello World""
you can't have an address that is /nowaste/client/hello world
localhost/nowaste/client/Hello%20World or localhost/nowaste/client/Hello+World would take you to the directory
The URI you submitted has disallowed characters error message is to do with the 'permitted_uri_chars' setting on your config.php","[""'permitted_uri_chars'"", '20World']",,,,,,,,,
37760452,SML,user_777,my category name is 'public sector' and when i give urlencode() it becomes like this 'public+sector' but it shows like this The URI you submitted has disallowed characters,"[""'public sector'"", 'urlencode()']",3,1,3,,,,,,
37760452,SML,user_777,this is my 'permitted_uri_chars' $config['permitted_uri_chars'] = 'a-z 0-9~%.:_\-',"[""'permitted_uri_chars'"", ""$config['permitted_uri_chars']""]",3,1,3,,,,,,
37760452,SML,SML,"To make things simpler for you, try`<?php echo rawurlencode($row->category_name);?>"">` instead of `<?php echo urlencode($row->category_name);?>"">` used in my example. 
If that gets you to the page that you are good to go. If not you need to either change the config.php file","['<?php echo urlencode($row->category_name);?>"">', 'rawurlencode($row->category_name);?>"">` instead of `<?php echo urlencode($row->category_name)', '$row->category_name);', '<?php echo rawurlencode($row->category_name);?>"">']",,,,,,,,,
37760452,SML,user_777,its not showing %20 when i gave rawurlencode(),['rawurlencode()'],3,1,3,,,,,,
37760452,SML,SML,"@MOHAMMED can you post the `<a href>` code you use? Other than a typo in your code, I can't think of any reason why a space doesn't get translate to %20 using `rawurlencode()`","[""'t think of any reason why a space doesn'"", '<a href>', 'rawurlencode()']",,,,,,,,,
37760452,SML,user_777,"sure `<a href=""<?php echo base_url();?>client/<?php echo rawurlencode($row->category_name);?>"">
 <?php echo $row->category_name;?>
 <span></span>
 </a> `","['base_url', '$row->category_name);', '</a>', '</span>', 'href=""', 'base_url();?>client/<?php echo rawurlencode($row->category_name)', '<span>', '$row->category_name;']",4,1,4,,,,,,
37760452,SML,SML,Let us [continue this discussion in chat](http://chat.stackoverflow.com/rooms/114404/discussion-between-sml-and-mohammed).,,,,,,,,,,
39806193,Vishal Thakkar,Kriti Jain,Please Tell me what is TabMessage?,['TabMessage'],2,1,2,"[(2, ['TabMessage'])]","[(2, ['TabMessage'])]","[(2, ['TabMessage'])]","[(2, ['TabMessage'])]","[(2, ['TabMessage'])]","[(2, ['TabMessage'])]"
39806193,Vishal Thakkar,Vishal Thakkar,its custom class to display message,,,,,,,,,,
39806193,Vishal Thakkar,Vishal Thakkar,you just check using static string,,,,,,,,,,
39806193,Vishal Thakkar,Vishal Thakkar,@KritiJain i have change code try like this,,,,,,,,,,
39806193,Vishal Thakkar,Kriti Jain,"please check i have updated my code, i am still not getting toast :(",,,,,,,,,,
39806193,Vishal Thakkar,Vishal Thakkar,@KritiJain try selectlistener and put debug point on that and start app debug,,,,,,,,,,
39806193,Vishal Thakkar,Vishal Thakkar,@KritiJain wait? what are you going to do. you have taken recycler view inside main activity layout. you want to display list on tab item then you have to create fragment for it. and in main activity you have to use frame layout.,,,,,,,,,,
39806193,Vishal Thakkar,Kriti Jain,"Yes you are right, Thanks",,,,,,,,,,
39806193,Vishal Thakkar,HenriqueMS,"I disagree with the accepted answer, I debugged the code and found the problem:

tabId always arrives with a corrupt value equal to 1.

Check my answer below to see the solution",['tabId'],,,,,,,,,
39807014,user2267175,jakub wrona,I think what you suggest is wrong. http://stackoverflow.com/questions/2305654/innerhtml-vs-appendchildtxtnode,,2,0,,,,,,,
39807014,user2267175,user2267175,"it works so it isn't wrong and it looks cleaner, the difference is minimal for a small / medium size website.",,,,,,,,,,
39807014,user2267175,jakub wrona,"I didn't say it doesn't work, it's just worse, and he suggests the worse than the original better way from the author and that is wrong.","[""'t say it doesn'""]",,,,,,,,,
39807014,user2267175,user2267175,"Again, the difference is minimal, close to none. But i'll update it to insertAdjacentHTML if it makes you happy :)",['insertAdjacentHTML'],,,,,,,,,
39807014,user2267175,william ganrot,it works but only for the first item in the list:/,,,,,,,,,,
39807014,user2267175,user2267175,with innerHTML you can just put a + before the equal sign (=) and it adds instead of replaces.,['innerHTML'],,,,,,,,,
40029073,chandrakant,None,show error for `RecipeContentProvider` and `showRecipe` . how can i fix this?,"['showRecipe', 'RecipeContentProvider', 'RecipeContent']",3,1,3,"[(3, ['showRecipe', 'RecipeContent', 'RecipeContentProvider'])]","[(3, ['showRecipe', 'RecipeContentProvider', 'RecipeContent'])]","[(3, ['RecipeContentProvider', 'RecipeContent', 'showRecipe'])]","[(3, ['showRecipe', 'RecipeContent', 'RecipeContentProvider'])]","[(3, ['RecipeContent', 'showRecipe'])]","[(3, ['showRecipe', 'RecipeContent'])]"
40029073,chandrakant,chandrakant,"due remove last 2 line -Uri contentUri = RecipeContentProvider.CONTENT_URI.buildUpon()
 .appendPath(recipeId).build();
 showRecipe(contentUri);","['appendPath(recipeId).build()', 'showRecipe(contentUri)', 'RecipeContent', 'recipeId', 'RecipeContentProvider.CONTENT_URI', 'buildUpon()', '.appendPath(recipeId).build()', 'CONTENT_URI', 'contentUri = RecipeContentProvider', 'appendPath', 'buildUpon', 'showRecipe', 'RecipeContentProvider.CONTENT', 'RecipeContentProvider.CONTENT_URI.buildUpon()', 'contentUri']",,,,,,,,,
40029073,chandrakant,None,"Thanks my bro, but i thing data is null again! because i write this code but not show me **""Deep""** into `LogCat`! my codes : `// Deep Linking
 Intent intent = getIntent();
 String action = intent.getAction();
 String data = intent.getDataString();
 if (Intent.ACTION_VIEW.equals(action) && data != null) {
 String recipeId = data.substring(data.lastIndexOf(""/"") + 1);

 Log.e(""Deep"", ""Link : "" + data);
 Log.e(""Deep"", ""Intent : "" + intent);
 }` can you help me my bro? please","['data.substring(data.lastIndexOf(""/"") + 1)', 'intent.getDataString()', 'getIntent()', 'recipeId', 'Intent.ACTION', 'Log.e(""Deep"", ""Intent : "" + intent)', 'e(""Deep"", ""Link : "" + data)', 'data = intent', 'getDataString()', 'lastIndexOf', 'getAction', '(Intent.ACTION_VIEW.equals(action) && data != null)', 'recipeId = data', 'intent.getAction()', 'Log.e(""Deep"", ""Link : "" + data)', 'action = intent', 'equals(action) && data != null)', 'substring(data.lastIndexOf(""/"") + 1)', 'ACTION_VIEW', 'intent = getIntent', 'getIntent', 'getAction()', 'e(""Deep"", ""Intent : "" + intent)', 'getDataString', 'LogCat']",,,,"[(3, ['getIntent', 'recipeId = data', 'intent = getIntent', 'recipeId', 'action = intent'])]","[(3, ['recipeId', 'recipeId = data'])]","[(3, ['recipeId'])]","[(3, ['recipeId'])]","[(3, ['recipeId'])]","[(3, ['recipeId'])]"
40029073,chandrakant,chandrakant,you check in manifest scheme than use that particular scheme.,,,,,,,,,,
40029073,chandrakant,None,I write my manifest codes and scheme ! where is my code has problem? i write manifest codes and simple link for my post. can you see this and help me? please,,,,,,,,,,
40029073,chandrakant,None,can you help me my bro? please,,,,,,,,,,
40029073,chandrakant,chandrakant,"<intent-filter>
 <action android:name=""android.intent.action.SEND"" />

 <category android:name=""android.intent.category.DEFAULT"" /> <data android:mimeType=""url/*"" />
 <data android:mimeType=""text/plain"" />
 </intent-filter>","['mimeType', 'name=""android', 'mimeType=""text/plain"" /', 'category.DEFAULT', 'mimeType=""url/*"" /', 'action.SEND']",,,,,,,,,
